Store,Age0to9,Age10to17,Age18to24,Age25to29,Age30to39,Age40to49,Age50to64,Age65Plus,EdLTHS,EdHSGrad,EdSomeCol,EdAssociate,EdBachelor,EdMaster,EdProfSchl,EdDoctorate,HHSz1Per,HHSz2Per,HHSz3Per,HHSz4Per,HHSz5PlusPer,HHIncU25K,HHInc25Kto50K,HHInc50Kto75K,HHInc75Kto100K,HHInc100Kto150K,HHInc150Kto250K,HHInc250KPlus,PopAsian,PopBlack,PopHispanic,PopMulti,PopNativeAmer,PopOther,PopPacIsl,PopWhite,HVal0to100K,HVal100Kto200K,HVal200Kto300K,HVal300Kto400K,HVal400Kto500K,HVal500Kto750K,HVal750KPlus,PopDens
S0011,2.44897959183673e-002,3.06122448979592e-002,2.6530612244898e-002,1.22448979591837e-002,3.06122448979592e-002,5.91836734693878e-002,0.324489795918367,0.489795918367347,0.290178571428571,0.310267857142857,3.34821428571429e-002,3.57142857142857e-002,5.35714285714286e-002,0.015625,0,2.00892857142857e-002,0.631410256410256,0.282051282051282,4.16666666666667e-002,2.24358974358974e-002,2.56410256410256e-002,0.403846153846154,0.304487179487179,0.150641025641026,8.65384615384615e-002,2.88461538461538e-002,1.28205128205128e-002,3.20512820512821e-003,4.28571428571429e-002,0.193877551020408,0.324489795918367,1.83673469387755e-002,2.04081632653061e-003,0,0,0.418367346938776,0,0.153846153846154,0.384615384615385,0.384615384615385,7.69230769230769e-002,0,0,117.335340762999
S0012,0.166724602415921,0.128878074215695,0.114365169027548,7.34335621795429e-002,0.12535847744851,0.132745285478404,0.155079516815851,0.103328408794647,0.295647050158356,0.248582161007586,0.212491713927966,0.102231715401046,8.55859173602416e-002,2.12123444059807e-002,4.49289239154452e-003,3.31442881343448e-003,0.274452739466026,0.259774769075035,0.147285840819942,0.136403897254207,0.181829684929774,0.331646210299886,0.275971150196128,0.167910919903834,9.41414652663545e-002,9.80640263191193e-002,2.36619005440972e-002,8.47779324307225e-003,3.07217659583714e-002,4.40185981836353e-002,0.545952287837309,2.70716551514361e-002,6.73532351279711e-003,2.12923130404554e-003,2.08577760396298e-003,0.341285360448442,9.51932139491046e-002,0.156142004398366,0.413760603204524,0.233427584040214,6.84888469996858e-002,2.76468740182218e-002,5.34087338988376e-003,4978.9367513069
S0013,0.140148688610674,0.116352983445264,0.109001464776276,7.94848409474062e-002,0.14142000386922,0.137882430975873,0.162369068347014,0.113340519028273,0.203798074829043,0.219173308942027,0.222875560782264,7.81828476850037e-002,0.125833006664053,6.92103314604295e-002,1.26747680648112e-002,1.65512435210593e-002,0.247734394850512,0.271449140340476,0.166765478106208,0.140679258067248,0.173371728635555,0.241805708478022,0.280257474379605,0.185313796900144,0.115016515626323,0.118827814008639,4.48039298721098e-002,1.39747607351571e-002,2.00923085426858e-002,6.72967968382942e-002,0.470054998203576,2.03963187132079e-002,4.89180001658237e-003,1.54768814083962e-003,2.29389492303015e-003,0.413426194621784,7.05721657307634e-002,0.329185005311883,0.272575504628927,0.236758233419335,6.26802246167855e-002,2.41311276369707e-002,4.09773865533465e-003,4355.86819405036
S0014,0.142612411456729,0.121208038189098,6.38281490606714e-002,6.84477979673545e-002,0.169002155836156,0.188212195873114,0.173371573760394,7.32984293193717e-002,4.6865158889207e-002,8.3738906384197e-002,0.251359862582307,5.93186372745491e-002,0.405324935585457,0.161093615803035,6.27254509018036e-002,3.55568279415975e-002,0.205467839355727,0.305022782663982,0.190685599237046,0.202023948288651,9.68528133940871e-002,8.57793790399491e-002,9.01769630179082e-002,0.151478224011868,0.147610469428844,0.24992052559076,0.190155769842111,8.48786690685599e-002,0.406228946507286,1.55338684529653e-002,9.62445381224615e-002,4.23090989586341e-002,8.08454120228677e-004,1.84789513195126e-003,1.36667244133895e-003,0.435660526265134,2.02390299223589e-002,1.40451888685335e-002,5.8274448224723e-002,6.91790979673733e-002,0.109395446218267,0.36500043618599,0.363866352612754,5957.58955593162
S0015,0.160050977588511,0.126822293369805,6.33800627894688e-002,5.89661496378726e-002,0.163563457772528,0.192222809362469,0.17444282117435,6.0582512200429e-002,4.24799081515499e-002,9.2470340604669e-002,0.251722158438576,8.17068503635668e-002,0.33232874091083,0.187858783008037,4.13796402602373e-002,4.09969383849981e-002,0.164991550297963,0.291203415458508,0.207417948946011,0.224939962643423,0.111447122654096,5.06982122209375e-002,0.11109134572623,0.139197723027662,0.162856888730766,0.291470248154407,0.180201013964244,6.45735124077204e-002,0.291629106959684,2.53022908830935e-002,0.10727052314196,4.4356718783998e-002,2.42454384383451e-003,2.51779553013584e-003,2.02045320319542e-003,0.524478567654098,1.57829839704069e-002,1.24537607891492e-002,7.18865598027127e-002,0.150061652281134,0.155117139334155,0.343526510480888,0.251171393341554,3244.42975121603
S0016,0.145634379263302,0.113900587223441,0.110430630523756,8.07135654546533e-002,0.131932498961979,0.132125274334184,0.172741562370247,0.112506672993653,0.226398663120484,0.277378962976911,0.209405229835008,6.72911714171394e-002,0.116247322710476,4.51432202791442e-002,1.26391602137124e-002,7.24927624920564e-003,0.225856697819315,0.285176531671859,0.176661474558671,0.151825891311873,0.160522672204915,0.285695742471443,0.275484596746279,0.174065420560748,9.64001384562132e-002,0.101462443752163,4.62962962962963e-002,2.06386292834891e-002,3.33362991962511e-002,6.7740309042916e-002,0.293946673784738,4.67419995847792e-002,4.28567191624403e-003,2.71376456980158e-003,4.49328232049115e-003,0.546741999584779,0.142620048683337,9.82518256251383e-002,0.182451869882717,0.225713653463156,0.139190086302279,0.126244744412481,8.55277716308918e-002,6038.23114220994
S0017,0.110522066738428,0.11197524219591,7.17168998923574e-002,4.7443487621098e-002,0.103363832077503,0.166926803013994,0.244671689989236,0.143353067814855,1.81873641666984e-002,0.121020322568346,0.146452129484882,9.91726083806764e-002,0.340336294658177,0.121821024135433,4.13314523201281e-002,2.35253746139475e-002,0.212865742685146,0.365532689346213,0.169536609267815,0.162676746465071,8.93882122357553e-002,8.19683606327873e-002,0.142797144057119,0.153996920061599,0.130617387652247,0.224345513089738,0.171706565868683,9.46381072378552e-002,7.5138597341084e-002,1.10339630765919e-002,0.134264492168577,3.21330534474407e-002,2.09914419505894e-003,1.96458366973465e-003,1.10339630765919e-003,0.742262769793853,1.42494632051532e-002,3.93324224087449e-002,3.7575639273863e-002,6.48057778645325e-002,7.49560804216279e-002,0.279035721257076,0.490044895569003,4048.76666350232
S0018,0.135731655250506,0.127953815596518,0.106922091663418,6.84598392456052e-002,0.145866978522767,0.141838837222253,0.16246217816636,0.11082029292198,0.231722063290766,0.261155513610759,0.231751555725956,9.22818297106792e-002,0.129147373698646,5.29684136019111e-002,9.17214734420621e-003,8.67077594596986e-003,0.171167378360498,0.235159680038492,0.189751608829013,0.182895290792085,0.221086185120587,0.180188849461719,0.229265652252361,0.190413183376436,0.147350694653275,0.160221326757683,6.42930173813677e-002,2.8207132976484e-002,6.6102355627332e-002,2.0177832228843e-002,0.714466039241893,8.6317313582447e-003,1.87484917673702e-003,1.26227469324869e-003,1.44790332460879e-003,0.186037014349093,1.41350944270652e-002,4.72714633298575e-002,7.5657513613718e-002,0.150967442938246,0.183524504692388,0.336925037654965,0.191518943343761,7755.70877943383
S0019,0.171342102199977,0.149031932642688,0.105886004733636,6.61933030691033e-002,0.124510146277112,0.120630116788888,0.157218794862841,0.10526520001552,0.271030565323235,0.318839599675412,0.217000270489586,6.20773600216392e-002,4.6388964024885e-002,1.81904246686503e-002,2.56965106843387e-003,1.48769272383013e-003,0.187991511671452,0.257895393833479,0.168643115715891,0.157034078142554,0.228685557358632,0.320933716140307,0.298589439520659,0.179378354762202,8.88777930345775e-002,8.01398077643241e-002,2.47160154787168e-002,7.36487329921358e-003,1.37741046831956e-002,5.45144143095488e-002,0.46312031971443,2.01373530438831e-002,4.69483568075117e-003,1.43561091064292e-003,2.28921739805223e-003,0.440034144259496,0.28069432684166,0.45766299745978,0.164055884843353,8.21337849280271e-002,1.16426756985605e-002,3.81033022861981e-003,0,2112.99078989889
S0020,0.110470522596243,9.94048726055421e-002,9.35465873163474e-002,6.88116049841919e-002,0.122466059140785,0.139854937697601,0.219360238050958,0.146085177608332,0.218766684463428,0.149225840896957,0.175787506673785,6.27335824879872e-002,0.204217832354511,6.05979711692472e-002,3.17672183662573e-002,1.90870261612387e-002,0.252918287937743,0.335927367055772,0.157717250324254,0.114137483787289,0.139299610894942,0.208300907911803,0.225162127107652,0.153566796368353,0.128923476005188,0.153566796368353,8.24902723735409e-002,4.72114137483787e-002,2.31563284664745e-002,5.67283548777085e-003,0.46517250999721,1.39495954617316e-002,3.25490560773738e-003,1.58095415232958e-003,8.36975727703897e-004,0.486375895099042,1.51515151515152e-002,4.44096133751306e-002,4.07523510971787e-002,1.25391849529781e-002,6.1128526645768e-002,0.333855799373041,0.492163009404389,4219.76529007771
S0021,7.24614676423435e-002,5.29214749440467e-002,7.7763139097446e-002,0.11636692645915,0.19709836664074,0.151494468166161,0.182891791933205,0.148954745313418,4.94422310756972e-002,0.108207171314741,0.247350597609562,4.80478087649402e-002,0.373665338645418,0.161653386454183,7.01593625498008e-002,3.81673306772908e-002,0.494316491102779,0.314199845265726,0.106379813128608,5.99595310361245e-002,2.51443194667619e-002,0.220555853121466,0.173004820567756,0.168928167589121,0.115485330000595,0.156400642742367,9.47747426054871e-002,7.08504433732072e-002,9.63696683969078e-002,3.94304490690033e-002,0.121101004809753,3.68112767274632e-002,1.44451323078877e-003,3.47635601695319e-003,1.20640665428512e-003,0.700160325094846,2.72959183673469e-002,1.00765306122449e-002,4.41326530612245e-002,4.66836734693878e-002,7.46173469387755e-002,0.268367346938776,0.528826530612245,12566.8128393521
S0022,0.131172408287094,0.131851023911221,8.9896610913736e-002,6.35104387050417e-002,0.123667717855575,0.164544329567682,0.200750469043152,9.46469202826234e-002,7.79100610696441e-002,0.201776571463821,0.191104805379064,0.114058355437666,0.223613595706619,8.79649620627969e-002,1.83208932206526e-002,1.62852384183579e-002,0.158169934640523,0.295424836601307,0.212240047534165,0.191919191919192,0.142245989304813,0.108021390374332,0.174093879976233,0.195127748068925,0.155912061794415,0.223767082590612,0.11146761734997,3.14913844325609e-002,0.118792910745649,1.8880728085582e-002,0.204414817180265,3.38895098195753e-002,3.35302570653042e-003,1.79626377135558e-003,2.43493533450423e-003,0.616437809356538,6.89716312056738e-002,5.47872340425532e-002,5.90425531914894e-002,0.16968085106383,0.218439716312057,0.307624113475177,0.12145390070922,2989.21976964103
S0023,0.109028603398839,0.102419749632841,8.65794810825932e-002,6.69802084061823e-002,0.130533603748514,0.161637177424995,0.197129169872019,0.145674522693895,8.10958904109589e-002,0.186500622665006,0.185952677459527,9.59153175591532e-002,0.228393524283935,9.04109589041096e-002,2.99377334993773e-002,1.23038605230386e-002,0.237369833113546,0.347278432085853,0.1692965303988,0.151380110045018,9.46750943567823e-002,0.109317448046928,0.184439088718112,0.18825883315902,0.143786094311309,0.218089218316584,0.109590286935565,4.64735573643763e-002,0.116789342098362,1.04026434952882e-002,0.16154693427977,3.45822333339161e-002,3.16450163470112e-003,2.15046243684109e-003,3.86383901253562e-003,0.667500043708586,6.54842089507559e-002,1.84104176021554e-002,7.9928154467894e-002,8.29965574015866e-002,8.78610986379285e-002,0.479344409519533,0.185975153420147,6000.98747340849
S0024,0.122707801896328,0.121961784665736,0.101674929008038,5.97054435192761e-002,0.129734802907061,0.148577754247485,0.181619098041103,0.134042450786928,0.101019769539447,0.244339726834297,0.198468504951589,9.88108824503921e-002,0.171777785958841,5.51117328719214e-002,1.66402827375474e-002,5.22769944409675e-003,0.185487396182428,0.27779396765263,0.177691971441061,0.184103161882559,0.174923502841323,0.128660935450969,0.187891592597989,0.194739909660498,0.15947836223226,0.219146146000291,7.80999562873379e-002,3.1910243333819e-002,5.18602300620879e-002,1.08052173075998e-002,0.518626365692833,1.3500505366511e-002,2.28618183568369e-003,1.05886316600087e-003,9.38537806228041e-004,0.400924098763055,3.13616514489877e-002,2.23302897975387e-002,7.89996030170703e-002,0.225684795553791,0.263199682413656,0.332969432314411,4.54545454545455e-002,6608.15920095729
S0025,0.130080721747388,0.117640075973409,9.86229819563153e-002,7.18898385565052e-002,0.136633428300095,0.148148148148148,0.175783475783476,0.121225071225071,0.162356530582595,0.193266017724829,0.209029492953654,7.16257445881156e-002,0.246295220107511,7.48946680226645e-002,2.01583611797181e-002,1.37294784251053e-002,0.155890101618367,0.299284907790741,0.177945050809183,0.174783590515619,0.192171622130222,0.129469326307866,0.184569062852842,0.202408731652239,0.149943545351901,0.197365449755363,9.72525404591645e-002,3.90666164847572e-002,0.103822412155745,1.36514719848053e-002,0.383760683760684,1.95868945868946e-002,2.80151946818614e-003,1.35327635327635e-003,2.44539411206078e-003,0.472578347578348,5.83827312381165e-002,1.85661559109719e-002,6.76658091936025e-002,0.145062073593558,0.185437870484286,0.389441896879544,0.135443462699922,4423.59734021742
S0026,0.103920954667223,0.126917858261142,7.42093727168354e-002,5.05166475315729e-002,0.110392095466722,0.172111470618933,0.222593327070939,0.139338273666632,6.95835002002403e-002,0.149829795754906,0.158840608730477,7.36884261113336e-002,0.299409291149379,0.119293151782139,4.94092911493793e-002,3.45915098117741e-002,0.251672623957474,0.281642379250298,0.184859316286317,0.190083402071304,9.16506278068005e-002,0.144441389423518,0.163871322518559,0.162863165612684,0.122811841261113,0.199340115479791,0.121895334983045,8.4960131976904e-002,0.232342912810521,6.99325029573447e-003,0.114327465033749,2.78338320228237e-002,1.35689931111266e-003,1.63523763134089e-003,5.91468930485005e-004,0.614918933964233,2.72087067861716e-002,4.59346991037132e-002,5.45774647887324e-002,0.114596670934699,7.76248399487836e-002,0.329385403329065,0.350672215108835,4717.30597852369
S0027,8.81431767337808e-002,0.115883668903803,8.0089485458613e-002,3.35570469798658e-002,6.97986577181208e-002,0.152796420581655,0.279418344519016,0.179642058165548,2.81337918099406e-002,0.12472647702407,9.75304782744608e-002,5.12660206314473e-002,0.337918099406064,0.133166614567052,5.59549859331041e-002,4.75148483901219e-002,0.265131226566685,0.34279592929834,0.180503481521157,0.128548473486877,8.30208891269416e-002,0.101231922870916,0.129619710765935,8.67702196036422e-002,0.102838778789502,0.203535083020889,0.176754151044456,0.19925013390466,2.19288431416424e-002,8.72678451555158e-003,6.51152383083464e-002,2.79704631908704e-002,1.34258223316178e-003,1.34258223316178e-003,1.11881852763482e-003,0.872454687849631,5.36370315944159e-002,5.73108008817046e-002,2.93901542983101e-003,3.60029390154298e-002,7.34753857457752e-002,0.129316678912564,0.647318148420279,1221.33667511006
S0028,0.139459116595548,0.118411947872218,0.108061353938415,6.62841656095029e-002,0.130521277822627,0.149665551839465,0.172240802675585,0.115413447122593,0.145955531305415,0.190560632928659,0.205838221252217,0.08575455826854,0.235574955667712,6.30655208475424e-002,1.69144727867958e-002,8.41176738053017e-003,0.235034763439037,0.274631168390707,0.161098863829066,0.169492962523317,0.159742241817874,0.163981685602849,0.150754620993726,0.169323384771918,0.131253179582839,0.225707987112091,0.115652026454129,4.32423266067492e-002,9.12760191431702e-002,2.13342558957504e-002,0.345240154529205,2.26892694458859e-002,2.42172634492302e-003,2.68119702473621e-003,6.9192181283515e-004,0.513665455803494,4.2111253378859e-002,6.97111964717599e-002,0.134727557262769,0.308151941954759,0.17982643334756,0.215962441314554,4.95091762697396e-002,4554.80838931459
S0029,0.147710520437793,0.126669644851463,0.11210632119723,7.4223810587447e-002,0.115546124637034,0.13354925173107,0.171990171990172,0.118226490953764,0.176089409880229,0.25199315592122,0.188321380465252,8.96647129491427e-002,0.12596017328625,4.88186683170119e-002,1.50715351851178e-002,9.79285740289053e-003,0.260699641209636,0.27434648898001,0.164146591491543,0.139543823680164,0.161327524346489,0.25089697590979,0.234559200410046,0.206752947206561,0.116670937980523,0.121348026652998,5.11276268580215e-002,1.86442849820605e-002,4.68851214009694e-002,0.179901270968751,0.317206102436954,3.19417454041859e-002,4.75775648328084e-003,3.95362862695169e-003,1.8092876767406e-003,0.413545087002167,8.25416409623689e-002,0.552375077112893,0.239481801357187,7.95805058605799e-002,2.88710672424429e-002,7.03269586674892e-003,1.01172115977791e-002,3829.22236926053
S0030,0.132087728524144,0.108516101091966,8.28719027438364e-002,5.6825563770223e-002,0.103133603489343,0.10378321526897,0.156772976149968,0.256008908961549,0.190635145639947,0.348804243449632,0.152453244318442,5.49179203438657e-002,8.02505830170561e-002,3.17344185833829e-002,5.80730714710321e-003,7.95646805981069e-003,0.337278106508876,0.326192794547225,0.114747958954385,9.84195940378998e-002,0.123286645195116,0.3873118118493,0.300052430529548,0.152423039472699,7.60991686016029e-002,5.52767582952588e-002,1.79012808029361e-002,1.09355104486555e-002,2.89532293986637e-002,6.11234842860678e-002,0.33701435288295,2.48082157881712e-002,7.08364266270725e-003,1.36104924523633e-003,2.96956198960653e-003,0.536686463746597,0.498336897125208,0.336184366832977,0.118436683297695,3.49251603706344e-002,6.65241149916845e-003,2.49465431218817e-003,2.96982656212877e-003,3640.03238517528
S0031,0.168031827755675,0.137023168733911,0.105078399251112,7.99204306108121e-002,0.141118652000936,0.139831500117014,0.156213433185116,7.26655745377955e-002,0.246230158730159,0.296230158730159,0.239285714285714,5.53571428571429e-002,0.108730158730159,3.5515873015873e-002,4.36507936507937e-003,2.97619047619048e-003,0.1726307510814,0.258356272119544,0.164372788045615,0.167125442390877,0.237514746362564,0.252457727093984,0.264254817145104,0.168698387731026,0.12347620920173,0.127015336217066,4.79748328745576e-002,1.6515926071569e-002,5.19541305874093e-002,4.76246197051252e-002,0.472501755207114,2.55090100631875e-002,4.91457992043061e-003,1.7552071144395e-003,2.69131757547391e-003,0.39304937982682,0.130604288499025,0.363222871994802,0.252111760883691,0.132553606237817,7.86224821312541e-002,3.31384015594542e-002,9.74658869395711e-003,1784.92636204626
S0032,0.158529752343954,0.130887901086997,0.105375219453887,8.05722610287251e-002,0.157110305928056,0.152291658884614,0.151171043293116,6.40618579806507e-002,0.129058140970251,0.261757807678064,0.259597580545612,0.126218985310456,0.168189112455252,4.43155166028885e-002,1.09245772126898e-002,6.29551907171954e-003,0.185698070374574,0.265039727582293,0.187741203178207,0.182973893303065,0.178774120317821,0.125539160045403,0.184790011350738,0.204880817253121,0.170488081725312,0.203405221339387,7.83200908059024e-002,3.26901248581158e-002,8.53471781272177e-002,7.39551040227094e-002,0.389758338624734,2.9544690546446e-002,3.06278713629403e-003,2.57722332200351e-003,1.71814888133567e-003,0.41403652933926,9.29243170622481e-002,0.120689655172414,0.173309449171518,0.262203313927452,0.185624720107479,0.147111509180475,1.81370353784147e-002,4134.74964174563
